Commentaire,star,long_com,mots_neg,trouve_int,trouve_exc,nb_pt,mot_maj,nb_maj,target
deux mois recevoir commande malgre plusieurs mails baladent rembourse fini commandes irai concurrence deplorable genre societe ,1,219,1,0,0,0,0,4,0
passe pret commandes depuis site vente privee devenu veepee depuis lors commande rends compte articles vont frais envoi retour charge sait devient complexe parti bonne idee creant re turn veepee kidnappe remboursements er point impose passer re turn pouvoir etre rembourse eme point devez attendre quelqu achete vetement allait base eme point devez emballer vetement propre moyen occurrence agissait articles fallait trouve quoi emballer articles eme point devez emmener point retrait articles parfois plusieurs articles vendu moment eme point remboursement obtenu retrouve compte re turn complique rappelons point voulions juste recevoir remboursement articles commande site veepee coup plusieurs personnes mis notes ici retrouve refus constant preuve identite savoir envoye carte identite passeport vais mal mieux honnetes site re turn encore ,1,1401,6,0,0,0,1,16,0
deconseille acheter choses fragiles commandes vaisselle arrivees casse dedommagement propose equivalent frais port etiquettes fragiles cartons egalement bijoux arrive casse vulgaire enveloppe ,2,316,2,0,0,0,0,5,0
societe vente veepee escrocsj commande telephone mois juillet septembre telephone commence dysfonctionner diagnostic sans recu telephone disant telephone casse or tel niquel depuis veulent rembourser deconseille achats service client impossible discuter responsables commande amazon ,1,440,3,0,0,0,0,7,0
scandaleuxmalgre plusieurs mails appels telephoniques arrive recuperer somme commande non honoree sans issue lacherai faut adresse mediateur ,1,231,2,5,0,5,0,4,0
reprends titre post nathalie lu instant parviens recuperer somme eur vente return reclamations mails conversations telephoniques poste fb renvoie sans cesse procedure parfaitement respectee toujours memes reponses attente standard personne competent prend dossier mains sans issue depuis presque mois lacherai quitte envoyer recommande coutera somme due faut adresser mediateur ,1,610,1,2,0,2,2,15,0
scandaleux attend desesperement papier identite valide recuperer cagnotte appels dit transmis dossier responsable retour eviter absolument final aucun avantage systeme juste etre ennuye ,1,277,1,4,0,4,0,3,0
commande passee veepee nouveau partenaire livraison colis prive malheureusement colis identifie colis livre boite lettres seulement aucun colis depose boite lettres demarche bien lourde entendre rembourser ,1,294,2,2,0,2,0,6,0
toujours commande livre perdu transporteur disent remboursent ouvres compte service client dit probleme vont relancer remboursement toujours attente remboursement va falloir fasse quoi remboursement porter plainte vais finir cliente depuis nombreuses annees acheterais raison degradation service client fuir ,1,516,7,0,2,2,0,7,0
malheureusement qualite service etiolee fil temps site voir sav lamentable commandes non honorees probleme stock logistique quasiment toutes commandes prix chers premieres excuse repetition erreurs commande livraison finit fatiguer energie temps perdu tenter regler problematiques livraison service client malheureusement bien incompetent bref jette eponge bon vent veepee ,1,561,8,8,0,8,0,9,0
passe commande parfum eden ml femme discutant dit vaut cout malgre annonce soucis annule commande indique site surprise impossible scandaleux client depuis longtemps fini impossible envoyer mail superbe ,1,327,4,2,0,2,0,2,0
service veepee return arnaque veepeej commande articles dont trop petits demande retour veepee propose retour etiquette pre payee euros crois deposer articles veepee return possibilite renvoyer compte mondial relay coute moins cher contrainte choix depose articles service retours seulement vendu prix euros retourne autre rembourse revanche impossible obtenir remboursement article revendu faut atteindre euros cagnotte autant dire gagne furieuse perdu somme ,1,737,7,0,0,0,2,20,0
service livraison lamentable attendez colis point relais finalement sans informations part decouvrez commande disant livree autre relais colis finalement colis disparu vole cas enquete cours peut durer jusqu jours veepe fuir ,1,357,2,0,3,3,0,2,0
sav deplorable commande casserolerie arthur martin avere defaut fabrication contacte vente privee communique coordonnees prestataire euromenage celui ci faisant preuve mauvaise foi deconcertante toute logique recontacte vente privee photos videos appui prouver honnetete aucune reponse depuis mois minable ,1,430,1,0,0,0,1,16,0
appli re turn eviter absolument recu article anti vol impossible enlever sans abimer chemisier malheureusement remarque voulant mettre chemisier aucune reclamation acceptee reception ailleurs re turn accepte aucun retour justifie sous couronner impossible contacter aucun recours bref fuir utiliser autres applis respectueuses client ,1,509,4,0,0,0,0,9,0
commandes realisees dernierement premiere passee double probleme application service client voulu annuler deuxieme deuxieme articles arrivant mois retard contacte service client entendre dire arriverait jamais troisieme visiblement erreur affichage lot achete correspond description encore nouvelles service client vais etre obligee retracter garder lot celui choisi service client catastrophique ,1,637,5,0,0,0,0,5,0
depuis essaie recuperer argent vente effectuee site veepee re turn impossible reponse mails incompetence totale personne repond telephone promesse rappel responsable vient jamais arnaque ,1,277,3,0,0,0,1,12,0
veepee grand merci chaussures hommes columbia cuir pleine fleur euros frais port inclus lieu euros merci veepee reviendrais bonheur ,5,182,0,0,0,0,3,23,1
deplorable service return eviter absolument vendu article plateforme acheteur recu toujours rembourse contacte veepee telephone attends toujours appel responsable aussi envoye mails service contact return retour non franchement dommage traiter clients facon etais er achat veepee ,1,507,2,5,0,5,4,29,0
mois retard livraison aucune reponse differents messages plusieurs commandes annulees survente ,1,131,2,0,0,0,0,0,0
commande site ventes interessantes bien passe retours traites delais recommande site ,5,160,0,0,0,0,0,4,1
ere utilise service re turn ballerines repetto immediatement vendues informee depuis jours tente recuperer montant vente appele cagnotte transmets toutes infos necessaires fin document impossible virement possible montant vente telephone dit transmet demande re turn pouvant etre gere veepee service clients horreur prochaine renvoie marchandise service probleme proposez non professionnel voire arnaque ,1,643,4,1,0,1,0,13,0
incapacite retourner article chaussures convient trop petites marque ,1,111,0,2,0,2,0,1,0
encore etoile mieux commande iphone reconditionne fin decembre livraison demarre peux suivre colis prive aussi nul veepee arrete decembre sent colis vole contacte veepee annonce delai jours recherche bout quelques jours renvoie message annonce deux jours tard colis non retrouve rembourse somme entre jours janvier janvier toujours recu contre encaisser somme veepee attendu livraison commanderai site ,1,696,5,6,0,6,0,10,0
bonjour recu message janvier indique remboursement entre jours janvier jours toujours commande personnes travail pense peux pub facon mediocre ,1,304,1,0,0,0,0,1,0
malgre echanges service relation client lorsque indique colis devait etre livre point relais domicile service repond invariablement pris bonne note colis livre contactons transporteur mail mal garder calme ,1,339,1,2,0,2,0,3,0
grosse arnaque beaucoup moins cher importe quel autre site tres decu ,1,74,3,0,0,0,0,0,0
return fuir produit vendu toujours recu argent faites surtout confiance semaines attends rappelle aucune nouvelle ,1,166,2,0,0,0,0,3,0
bonjour veepee excellente entreprise francaise portee createur debordant energie idees paie frais port attend peu ensuite super contents cliente depuis ans achetais beaucoup depuis environ an va chaotique reponses stereotypees incapables comprendre situation prix origine parfois gonfles ehontement return vaste echec pass frais port abandonne sans preavis passe ,2,569,4,1,1,2,0,7,0
commande meubles vente privee debarrasse miens vente dont place apercois vont surement envoyer mois prevenu meubles devaient arrive tele terre buffet mail excuse geste attendant pause journee meubles honteux ,1,413,0,7,0,7,1,5,0
achete couteaux laguiole contrefacon cachent deballant jolie etiquette made in prc attend ere decue qualite produits recus ci re essayerai jamais ,1,309,0,1,0,1,1,8,0
bonjour apercois cas retard defaut suivi colis outre accorder jours retard possible aucun geste commercial frais expedition accordes drole lors relance service client reponse apportee copier coller mail precedent entre temps contre informations expeditions passees peut aider expediteur parle service relations clients ailleurs bref experience client devenait negative desormais confirme nouvel incident ,1,616,2,0,1,1,0,7,0
reserve voyage decembre veepee dernier mal passe cf avis site thalasso ovoyages lorsque contacte veepee informer problemes rencontres ovoyages demander intervention seule reponse decharger totalement demander traiter directement ovoyages pourtant pensais passer enseigne aussi connue importante apporterais certaine securite service qualite finalement vitrine ligne prend commission soucis clients qualite produits vendus ,1,658,5,0,0,0,0,5,0
escrocs etudiante argent vu veste aime premiere achete depuis mois encore recu commande aucun signe contacte email envoyer email automatique perroquet demande remboursement recois aucune reponse part escrocs quelqu parmi peut dire dois recuperer argent svp ,1,454,4,2,0,2,0,2,0
remboursement annulationaucun support aucune consideration part sitej annule mi decembre commande jamais recu colisje toujours aucun remboursement mi janvier pense faut rapprocher ufc chosir ,1,274,3,0,0,0,3,18,0
mauvais site exploite clients delais livraisons generalement plusieurs semaines livraison sans abonnement chere autre part frais retour factures scandaleux ,1,233,4,1,0,1,0,4,0
experience lamentable colis perdu faut attendre remboursement jours toujours travailler argent fuyez site ,1,159,4,0,0,0,0,1,0
commande souvent veepee peu pleinement satisfait articles prix envoi viens commander vaisselle contacte service client recu colis indique livre voisin recupere parfaitement emballe bon etat service client aimable comprehensif gourde avis positif ,5,473,2,1,0,1,0,10,1
decu veepee retranche derriere delai jours ensuite sav rideau achat blouson superdry quelques mois achete clic clac pendant confinement produit arrive demonte sans notice aucun moment site precisait produit demonte malgre nombreuses relances impossible notice infos client depuis nombreuses annees veepee vente privee site bien degrade concurrence bien aussi maintenant vers tourne ,1,573,2,0,0,0,3,26,0
franchement decue evolution site cliente depuis ans vu veepee baisser tant qualite point vu service client prix annonces souvent gonfles hesitez verifier internet avant valider commande frais port eleve egalement cas retour delais envoi long compte debite commande sans parler fiasco derniere commande faites debite nov obtenu info janv jamais livre ,1,593,2,5,0,5,0,4,0
jamais soucis vu lis pense prete rembourser reclamation commande non livree annonce erreur stock commande annulee produits differents bizarre attendant argent encaisse pendant mois visiblement vais revoir direct dit faisaient surbooking placer argent fructifier vu commentaires seule penser site fuir lequel commanderai absolument jamais ,1,659,7,2,0,2,0,5,0
tente commander meubles salle bain site plusieurs tentatives paiement site banque accepte commande jamais passee transactions elles passees plafonds cartes tous utilises site coup pouvais commander final pouvaient prelever compte sans accepter commandes pouvais utiliser cartes pendant semaine demande geste commercial repondent peuvent inacceptable commanderai jamais site internet ,1,618,1,0,0,0,0,6,0
delais livraison trop longs surtout non respectes croire font tour monde avant arriver boite lettres ,1,155,3,3,0,3,0,2,0
proscrire retours deliberement rendus difficiles ok commander smartphone bizarrement retourner articles fonctionne faut ordi article question probablement malfacon the kooples qd eur prix base pull manches arrivent taille cm dessous mains ajoute frais envoi retour devraient etre supprimes autres sites interessant decevant ,1,551,5,0,0,0,0,8,0
achetee telephone portable grade haut telephone allumait ecran noir parallelement paire chaussure sale decoloree quel manque respect part vepee honte seul mot excuse etais pourtant cliente reguliere precise bien etais commanderais vepee site fuir ,1,380,3,7,0,7,0,3,0
achete iphone reconditionnement grade euros tombe panne semaine recois direction reparation mois attente recupere semaine nouvelle panne hors question re envois reparation veux echange remboursement service client refuse negociation part reparation depuis acheter servi semaine mois reparation proposition reparti reparation pense probleme service client enfin responsables totalement procedures gros bete discipline fuyez achetez honteux sentiment volle escroque ,1,815,3,6,0,6,0,11,0
cliente depuis nombreuses annees multitude commandes confirme site devient catastrophique fuir dernieres commandes passees paiement retire passage commande livraison prevue mois livraisons arrivent jamais contact service client connaitre devenir commande reponse sans lu demande trompe commande demande attendre finalement recevoir sans autre explication vais commander service degrade cours temps service vente comprend ,1,615,2,0,0,0,0,9,0
catastrophe vrais menteurs arnaqueurs commande bottines helene rouge recois bottines elodie modele version mauvaise qualite semelle ajoutee dessous celle ci encore autre marque retour service client quelle deception commanderai ,1,336,2,9,0,9,1,21,0
honteux jamais vu pareil incapabilite grosse boite exasperee service vente merci rembourser vite commande vp mercredi septembre depuis octobre attends remboursement malgre mails appels laisse soin reprendre historique echanges relatifs commande ,1,397,3,13,0,13,1,5,0
cliente vente privee puis veepee depuis ans service considerablement degrade desormais parcours combattant etre livree mois envoi toujours service client contente repondre faut attendre peuvent toutes dernieres commandes experience similaire desinstalle application aventure terminee ,1,458,0,2,0,2,0,4,0
incompetent mauvaise foi possible recois commande colis colis objet volumineux casse previens disent impossible envoye objet rupture stock envoie photo etiquettes patiente nouveau mail veut photo objet depuis attendant colis enorme couloir encombre vois coup vais devoir transporter bureau poste daigneront envoyer etiquette remboursement imagine va mettre plombes ,1,614,3,2,0,2,0,7,0
article retourne depuis novembre encore rembourse site cest bien ecrit jours appele plusieurs toujours remboursee cest vraiment decevant part attention delai remboursement ,1,271,5,0,0,0,0,5,0
honte table commandee septembre montant total euros montant debite immediatement veepee informe retard commande retards annonces multiples relances veepee informe fournisseur envoye produits ecris fournisseur ecrit contraire veepee finit annoncer mois livree table honte soupconne veepee surbooking argent dos enquete dgccrf interessante mener veepee remboursement mois commande sans aucun dedommagement ,1,675,5,25,0,25,1,15,0
respecte delais livraison chaque ,1,68,1,1,0,1,0,2,0
honte parcourir km recuperer colis point relais choisi relais informe service client defaillance jamais obtenu reponse acheterai jamais site produits chers mauvaise qualite bonne arnaque soi privilegie showroomprive jamais probleme possede service client digne nom ,1,445,5,0,0,0,0,5,0
viens aussi effectuer retour chemise achetee wepee cause erreur taille decu recevoir mail part deduisait prix commande probleme zalando th ,2,253,2,0,0,0,0,4,0
commande perdues commande cadeau noel femme passee censee arriver entre toujours colis personne service client telephone voit colis assure reception soir toujours colis doute fortement pere noel depose pied sapin pendant nuit envoie mail reponse quasi instantanee informant savaient commande allaient rembourser bref moque clients colis chemin sait ah bah non sait mieux retrouve reduction directement site bijoutier vais garder appli jeter oeil offres aller directement sites commanderais veepee ,1,925,6,0,0,0,0,7,0
jamais nul nul commande prevue livree entre ben non super nul info commande contre preleve compte recommande site merite bien note encore trop avis vaut maximum ,1,334,4,3,0,3,28,112,0
mets etoile peut autrement veepee merite zero colis transporteur depuis colis toujours bouge recevoir tard peut dire contrat respecte veepee respecte clients non suivi colis sert sav peine aimable recommande monde ,1,447,3,2,0,2,0,8,0
bonjour globalement commandes passees veepee deroulent correctement rencontrez moindre difficulte service client deplorable aucun suivi livraison assure cas livraison fortement retardee aucune info communiquee aucune garantie possible livraison site eviter bonne fin annee ,1,422,1,7,0,7,0,4,0
peux mettre moins canape achete fevrier septembre assoie meridienne bim casse appel sav aucune prise charge malgre garantie doivent rappelez gros debrouillez canape casse achete euros mois avant honte voleurs arnaqueurs conseil achetez jamais vente unique qualite pourrie ,1,440,4,0,0,0,3,25,0
etoile gentil peut mettre moins site fuir faite demi tour malgres prix allechant rever jamais colis mois attend miens impossible moindre detail remboursement finale ,1,289,6,2,0,2,0,2,0
commande passee premier renvoi collissimo adresse incomplete dit attendre colis renvoye debile logiquement probleme attends semaine rappelle service client tombe desagreable personne pu meprisante insultante bref matin regarde commande bingo retour colissimo marque complement adresse pourtant bien renseigne site pr entendre dire colis encore retourne renvoye faut attende remboursement sous jours ouvres encore attente interminable fuyez site application vaut aucune consideration clients vu montant frais ports pourraient arranger colissimo bonne infos remontent correctement ,1,985,4,4,0,4,0,0,0
achete lit enfant septembre devait etre livre entre novembre decembre malgre mails demande remboursement appels aucun retour euros court rues fils besoin lit annee ans ,1,323,1,2,0,2,0,1,0
lunettes rayees retournees renvoyees rayees chaussures in mettables parce mal faites surtout seche cheveux professionnel utilisation personnelle moins dont resistance explose mains projette morceaux ardents encore orange dessus chance toutes petites brulures cheveux intactes veepee fini ,1,385,2,1,0,1,0,2,0
jamais probleme veepee pourtant inscrit site depuis debut toujours rembourse rapidement articles manquant disparu vouchers excuses ,5,200,3,0,0,0,0,2,1
bonjourvente privee contacte part droit retractation contacte abord prestataire alentour er decembre puisque adresse contact note voucher houa transmettez celui ci dit contacter respecter delai jours reception voucher toujours reponse merci proceder remboursement bref delai avant envoie courrier mise demeure ,1,532,3,0,0,0,0,8,0
lamentable ipad noel commande decembre livre tard toujours livre service client apporte aucune solution argent eur encaisse bien ,1,206,1,7,0,7,0,2,0
commandee ecouteurs jbl valeur eur place eur environ lors arrivee extremement decu qualite ecouteurs doute authenticite ecouteurs souhaitions proceder remboursement trouvons aucun point retour surtout arrivons contacter entreprise bien appels payants personnellement decu modes fonctionnement ,1,475,3,0,0,0,1,7,0
bonjour cliente vente privee entre impossibilites valoir retractation commandes endommagees derniere aujourd hui noel tableau all prints eur environ tableau plexi coup cutter bord ci pense vais arreter anarque ras bol site fiche clients techniquement tt ns entuber joyeux noel ,1,434,0,4,0,4,0,6,0
client fidele veepee qualite produits deteriore fil temps sav pitoyable derniere commande date meuble wooden art daube infame piece manquante reajustement perso sinon meuble travers retours sav payants bref derniere vp ,2,317,1,0,0,0,1,8,0
complete liste avis negatifs etais pourtant cliente depuis quelques temps deplorable aucun suivi versions contradictoires passez chemin derniere commande novembre montre devait etre expediee entre decembre aucun mail service client tenir informee souci occurrence stock blague site ,1,415,2,2,0,2,0,7,0
sachez retournez article commande site aucun remboursement profile bout mois disent juste peuvent faut voir vendeur concerne expliquez ledit vendeur repond aucune relance tour ignorent bonnement veepee jamais ,1,370,1,0,0,0,0,3,0
experience client deplorable livraison retard plusieurs jours livreur refuse laisser temps controler colis va sans signer bon livraison interieur colis endommage meuble brise service client plusieurs reprises chaque promesses aucune action retrouve colis volumineux kg milieu sejour plusieurs jours probleme toujours resolu parle remboursement essaye autres sites deconseille vente privee ,1,595,4,0,0,0,0,7,0
esperez etre livre rapidement dit date livraison pouvez rajouter semaines arrive plusieurs fille prive cadeau noel grace veepee incapables rembourser rapidement puisse acheter autre chose avant noel degoutee service client ,1,361,1,5,0,5,0,6,0
site fuir voulu passer commande veepee tapis bien conjoint mesaventure site deconseille commander commande tapis novembre dont delais livraison assures veepee entre novembre novembre colis disant expedie marque prestataire colis prive colis charge selon suivi appelle sav veepee tombe femme comprend mot francais deux dit aucune trace colis rembourse remboursement rappelle lendemain tombe seconde personne dit circulaire tapis livres semaine decembre rembourse decembre toujours tapis rappelle encore demander remboursement trop abus dit tapis livre semaine decembre heureusement ouvert litige paypal donne raison finalement rembourse veepee fuir comprends toujours pourquoi repression fraudes ferme site ,1,1181,7,2,0,2,3,36,0
societe veepee fuir confirme remboursement jamais effectue compte transmis releves bancaires deux reprises service client comptable affirme remboursement deja dois appel tribunal porter plainte reclamer eur service incompetent aucun moyen service comptable fuyer site veepee ,1,403,4,3,0,3,4,22,0
commande passer novembre pull marque geographical norway date livraison prevue entre decembre toujours colis boite lettre appeler sav annonce colis jamais livree rupture stock depuis decembre personne contacter prevenir attend remboursement disant bon achat eur utiliserai bien evidemment site nul sav incompetent site fuir bannir ,1,531,3,0,0,0,0,5,0
recemment commande robe combinaison grande marque deception enorme verifie produits contrefacon decue rale service client repond fuire fuire ,1,248,2,0,0,0,0,3,0
plusieurs commandes arrete trop galeres commandes livrees partiellement aucune explication date livraison approximative assure produits noel faux bref fiable ,1,260,2,0,0,0,0,1,0
temoigne rarement tiens deposer avis veepee bien change commande recemment meubles salle bain recu endommage refuse colis transporteur repris meubles signature documents ennuis commence veepee remboursement voulait rembourser tant marchandise retourne livreur malgre documents photos appui dure mois avant etre enfin rembourse malgre appel banque cic dit site internet devient dangereux beaucoup recours recemment nouvelle commande bijoux colis recu temps parfait sauf bijoux esthetique bras femme arnaque suivant reponse retour article allez payer frais retour deduit remboursement honteux non commercial site fuir opinion ,2,1015,8,10,0,10,4,26,0
societe respecte engagements vends produits parfois chere parfois qualite douteuse sav ecoutez surtout aidez sav totalement inefficace partenaires presses citrons clients pris pigeons methodes vente douteuses depasse parfois acceptable veepee mise marketing efficace structure realite aucun interet fuir sans delai ,1,508,6,0,0,0,1,12,0
commandes effectuees bien recue sans probleme autre colis transit depuis novembre devait arrive tard er decembre aujourd hui decembre ouverture enquete er decembre demande remboursement defaut livraison relance droit mails automatiques dire enquete ouverte vais etre obligee envoyer mise demeure recommande ,2,501,3,0,0,0,0,3,0
commande recue temps bien emballee article marque clio blue presentee petit sac cadeau collection bb arrivee bracelet pochon noir sans joli paquet bb bref passons certificat carte marque clio blue monde connait pourrait imaginer bracelet achete marche decue va falloir expliquer marque existe bien pire achete cinq articles coup recommande passez chemin prefere showroom amazone franchement ,1,681,4,3,0,3,3,22,0
service veepee degrade cartons arrivent etat pitoyables produits entretiens fuient plats casses pire lorsque appelle service client tombe plateforme autre pays robots lisent ecran desagreable toujours rengaine desole ameliore jamais dit maintenant market place contacter revendeur servent part prendre marge critique amazon moins service client top ,1,620,3,0,0,0,1,15,0
bonjourje reviens commande samsung annulee manque stockcommande mi novembrelivraison decembreen date decembre appel veepee entendre dire stock epuiseensuite decembre annonce nouvelle mise ligne materiel samsung moquer clientsc client doit renseigner hors delaiveepee traine pattes quant demande remboursementle prestataire courant demande remboursement opere premier prelevement euros attendre remboursementvraiment crois vais oublier veepee structure serieuse connaissais ,1,677,3,0,0,0,0,5,0
commande novembre debitee decembre livraison entre decembre aucune livraison decembre contacte sav informe retard article contacte informe bon achat compensation euros propose seconde passe celaun sav rue ,1,397,1,8,0,8,3,18,0
jamais commanderais site monteurs mois jours toujours recu commande encaissent argents faite marchandise pauvres clients attendre pauvres pigeons jamais vu paravent commande chine long jours jamais vraiment degoute envie commande merde prochaine prefere paye plein pot magasin fini mauvais cauchemar ,1,525,4,0,0,0,0,0,0
epoque vente privee marchait trop aml franchement dernieres annees devenu catastrophe commandes depuis aout commandes ok commande perdue jours enquete durant lesquels rembourse connait deja conclusion paquet perdu clair paquet vole commande retournee produits casses livraisondans deux derniers cas livraison point relai changement point relai non demande peut devenir fete point relai peut etre ville bref qualite service vraiment degradee depuis annees prix annonces doivent etre verifies toujours interessants ,1,760,7,0,0,0,1,6,0
decu commande faites septembre aujourd hui decembre toujours commande message appeler savoir commande finalement annulee trouve inadmissible incorrecte part veepee serieux foute client benefice compte droit bon achat euros grace parrainage octobre perdu achat avant decembre attend commande depuis septembre doit prix achat ventes plaise bravo veepee zero pointe commande ,1,659,3,0,0,0,0,1,0
sure merite etoile client depuis annees vu service client degrade fil temps noel commande trois ventes differentes premiere unie boite endommage service client peut bon retour sais dois patienter rappelle quatrieme dit trop tard expedier article troisieme commande meuble mois retard dit va livrer premier colis dois etre domicile recevoir colis deux trois semaines tard dise peut livrer deuxieme colis va falloir encore presente domicile transporteur vienne chercher premier colis meuble dedommagement prevu vente privee bon achat cinq euros honte fais manche cadeau anniversaire coup cadeau parviendra jamais carton reste trois semaines chambre pris deux demi journees livreur service client fuir vraiment recommande ,1,1185,3,5,0,5,0,12,0
premiere commande veepee commande aucun mail part annoncer anomalie stock conseillere annonce telephone demande patienter encore semaines service client zero ,1,252,0,3,1,4,0,4,0
extremement decue savpoussette achetee peine mois deja cassee peut arriver comment bebe mois malgre appels mails retour vente privee telephone peut transmettre message ,1,267,2,0,0,0,1,8,0
inscrite vente privee depuis plusieurs annees maintenant extremement decue voir degradation negligence ben depuis quelques temps maintenant prix assez eleves produits correspondent forcement photos proposes dernier colis date pull gerard darel recu sans aucun emballage plastique papier roule boule carton couvert saletes etiquette solde dessus pull vient visiblement corner vendu taille raison envoyer tel etat dirait pull occasion dommage image marque ,1,656,2,2,0,2,0,11,0
recu produit totalement different commande appels service client tard bon retour mail appel transporteur doit soi disant prendre contact recuperer colis autre colis perdu veux bien entendre periode difficile apparenterait bien arnaque ,1,371,6,0,0,0,0,3,0
re turn service deplorable arnaque honteux tiens alerter service re turn arnaque sans precedent article remis vente vendu expedie rapidement soins nouvel acheteur veepee ponctionne prix achat initial perte eur manteau service consiste uniquement economiser frais retour base nombreux mails service client enfin admis probleme technique mouais finalement recredite cagnotte eur manquants encore heureux suivi pres certains arnaquer somme depuis demande transfert argent cagnotte re turn vers compte bancaire jours toujours aucune somme compte re turn retient argent clients parcours combattant recuperer sous deja mois article vendu re turn dossier toujours clos fuyez payez eur frais retour veepee evitera mails incessants service client tenter recuperer fruit vente usant scandale ,1,1217,7,4,0,4,18,93,0
cde atelier saint germain site prevu livraison bataille semaine service client zero chaque seule reponse merci bien vouloir patienter beau expliquer doit souci expedition non non va bien fini admettre bout semaine mail preuve pluie colis jamais expedie etre encore battu battu exiger remboursement finis decembre mail indiquant remboursement effectue percevrais trois cinq jours deux jours recois nouveau mail indiquant demande remboursement vient etre effectuee client depuis ans fini moque royalement clients viens voir reseaux clients attendent remboursement depuis deux mois honte joue delais faut sorte prenez maximum remboursements concerne oblige deconseille site ,1,1150,10,0,0,0,0,3,0
recu commande hier bijou certaine marque bijou livre malheureuse enveloppe bulle eur fdp vol boite bijoux certificat authenticite surtout bijou devrait signes significatifs marque sincerement impression volee surtout livre contrefacon beaucoup cliente fidele peux dire decue refroidie envie reiterer experience honte surtout cadeau noel ,1,593,4,0,0,0,0,5,0
fidele depuis plusieurs annees site commanderai jamais articles recus defectueux correspondant commande malgre compte euros retours jamais vu tous autres sites font retours gratuits continuent deplumer clients fideles ex cliente veepee ,1,364,0,4,0,4,0,7,0
cliente depuis ans force constater aucun effort fidelisation voire pire viens comprendre fais retours systematiquement payants produits quelques defaut ristournes pire pire ,2,288,0,0,0,0,0,2,0
effectivement problemes livraisons problemes pris charge vite service client remboursee problemes remontes malgre soucis veepee site grand respect clientele recommande ,5,311,6,0,0,0,1,8,1
stoppe offre vpass juge utile informer clients simplement inadmissible ,1,106,0,0,0,0,0,3,0
fini vente privee com debut catastrophique melangent ventes gerent memes marketplaces peut scrupuleux doivent payer blinde utiliser site internet temps vente resultat commandes style recois toujours commande incomplete annulation complete mal site dit fiable dedouane disant marchand direct bien connecte bien paye via veepee com quel interet acheteur final moment valider payer commande ok dispo quelques heures tard environ dispo magie appelle service client veepee passe super mal recu explique probleme ecourtent conversation gene disent conditions generales ventes sacre service client top niveau resume site eviter perdu serieux moins moins souvent beneficie vrais prix discount cherchez mn internet references propose temps trouverez memes references memes prix ,1,1320,8,1,2,3,1,17,0
commande matelas marque aubertin novembre attends toujours commande devait etre livree entre decembre service client contacte devait donner informations mail rapidement resultat aucune nouvelle recommande sav ,2,314,0,0,0,0,1,8,0
site eviter jours colis arrivent jamais bon point relais repond point relais disponible coup faut aller km fuir ,1,186,1,3,0,3,0,2,0
bien adore site grande consommatrice deja rencontre problemes livraison trouve toujours moyen dedommager desagrement rembourse article non percu ventes interessantes surtout monday wednesday etc redire sav dispo cas soucis ,5,347,5,0,0,0,1,9,1
cliente fidele depuis quelques mois remarque catastrophe derniere commande annonce retard livraison encore retard bout deux mois appelle matin annonce vais etre remboursee peuvent honorer commande fille va encore etre decue arrete ,1,362,4,3,0,3,0,1,0
sav inexistant renvoie fournisseur repond aucun contact serieux possible ,1,93,0,0,0,0,1,4,0
merite zero etoile experiences mauvaises mars veepee mois livrer veepee novembre prevoyante commence preparer cadeaux noel debut novembre jai commande novembre sweat pere site plaisait reellement reduction sensee etre livree entre nov decembre dates plutot logique doivent receptionne articles marque gerer envoyer comprends temps attente attend decembre aucunes actualites lappli non envoie mail repond beaucoup legerete livree decembre bon va non aujourd hui recois mail quoi forcement probleme article permettent rallonger delais livraison jusqu janvier quelle honte appelle directement service com mec semblant inquieter dit faute recevrais point final excedee pense demander remboursement totale commande lamentable premiere meilleur conseil fuir svp donnez argent marque honteuse ,1,1368,12,17,0,17,2,23,0
donne chance site quelques reprises dois avouer fais fort prevoyante passe commande cadeaux noel novembre afin etre certaine entre decembre maximum decembre colis toujours expedie rends compte va etre complique livrer max aucune info compte service client appele celui ci apprend souci logistique date livraison repousse entre decembre service devenu honte absence informations arnaque disponibilite produits blocage rapide commande passant preparation rend impossible toute annulation methode finalement objectif stocker paiements pendant mois minimum delai envoi retour remboursement colis impossible receptionner ,1,999,9,0,0,0,0,8,0
veepee recommande commander paire chaussures souhaite acheter taille dessous elles taillent grand reception chaussures beaucoup trop petites obligee renvoyer dommage elles plaisent beaucoup retour payant eur grace mauvaise recommandation perdu argent veepee deux ,1,371,2,0,0,0,0,6,0
fuyezzzzzz service client catastrophique jai commande jamais recu colis demande remboursement faut attendre jours ouvres enquete determine etais livrer grave contre encaissement direct ,1,257,2,0,0,0,0,3,0
catastrophique pretend envoye colishors casappel mondial relais imprime envoye intermediaire robots repondent toujours chosetres decevant suffit ,1,203,2,0,0,0,0,6,0
marque prete nom vendre articles presentes luxe annulation unilaterales commandes remboursement met semaines delais livraisons allongent tous sans aucuns gestes commercial ,2,292,3,0,0,0,0,3,0
commande vente faut attendre semaines etre livre frais retour payant gros perdu euros frais envoie retour remboursement assez rapide ,2,197,3,0,0,0,0,0,0
fermez site escrocs commande bon achat site fonctionne veepee dit probleme pire inscrit condition generale jamais depenserai euro site ,1,255,1,1,0,1,0,5,0
